id_inventario,id_producto,fecha_ingreso,id_local,cantidad_stock
48,48,2021-02-09 17:02:56,48,16
49,49,2021-10-12 09:30:01,49,21
50,19,2020-08-08 13:15:13,50,19
51,43,2020-09-15 18:03:50,51,30
52,35,2022-07-11 01:58:38,52,22
53,44,2021-06-14 18:09:22,53,46
54,30,2020-10-08 03:40:45,54,35
55,5,2021-03-21 00:02:05,55,32
56,34,2019-11-06 07:34:07,56,46
57,11,2020-05-15 03:37:56,57,43
58,11,2021-09-22 10:07:30,58,18
59,3,2021-08-21 16:17:29,59,30
60,1,2019-03-20 16:17:18,60,20
61,16,2020-11-16 17:21:31,61,39
62,4,2021-02-04 05:57:56,62,30
63,24,2020-04-21 00:43:08,63,17
64,31,2019-04-27 13:26:35,64,21
65,26,2022-04-04 15:16:30,65,31
66,19,2021-08-18 09:07:29,66,32
67,45,2022-08-12 09:37:43,67,26
68,44,2021-01-11 07:23:06,68,17
69,10,2021-09-23 09:04:11,69,41
70,26,2020-01-13 00:36:08,70,36
71,8,2019-05-08 20:56:44,71,44
72,23,2020-07-03 18:23:20,72,27
73,33,2020-02-29 05:13:06,73,31
74,25,2020-06-10 03:13:05,74,28
75,28,2020-10-21 00:09:40,75,45
76,46,2019-10-19 20:35:19,76,22
77,7,2022-07-02 13:04:50,77,23
78,19,2020-06-01 08:10:11,78,21
79,37,2021-04-04 01:36:07,79,29
80,44,2020-06-19 12:22:38,80,46
81,13,2021-04-05 20:35:05,81,46
82,42,2022-09-30 18:38:43,82,35
83,14,2021-05-03 17:15:29,83,16
84,6,2022-05-05 13:58:05,84,50
85,46,2020-09-22 11:39:18,85,29
86,31,2020-05-12 18:00:28,86,43
87,43,2021-05-01 21:41:42,87,31
88,42,2021-01-20 15:08:36,88,15
89,36,2020-03-03 16:34:17,89,37
90,25,2020-08-25 11:48:09,90,41
91,16,2022-06-05 23:22:21,91,18
92,7,2021-11-01 06:49:13,92,37
93,19,2019-06-01 20:42:05,93,26
94,20,2021-05-20 05:52:42,94,39
95,29,2019-07-08 13:52:35,95,23
96,23,2021-05-07 15:40:03,96,50
97,39,2019-01-20 04:04:30,97,37
98,18,2022-09-06 09:35:52,98,43
99,24,2019-07-15 05:13:27,99,18
100,32,2021-04-28 19:43:08,100,31
101,18,2019-01-05 22:32:10,101,22
102,21,2020-10-06 11:13:14,102,39
103,5,2019-03-14 04:02:47,103,19
104,9,2019-01-18 22:35:56,104,49
105,38,2021-12-25 10:44:29,105,22
106,8,2022-05-29 19:20:12,106,32
107,34,2021-09-15 02:08:41,107,27
108,29,2021-06-26 00:30:06,108,19
109,26,2019-07-22 05:19:16,109,42
110,20,2021-07-24 10:44:19,110,23
111,12,2020-07-25 01:18:03,111,45
112,22,2019-09-17 06:54:40,112,16
113,12,2020-04-04 12:13:13,113,30
114,31,2021-05-03 22:42:02,114,26
115,30,2020-05-16 21:21:16,115,29
116,28,2020-08-13 12:08:39,116,23
117,43,2019-08-26 12:56:12,117,25
118,44,2020-07-27 05:51:51,118,35
119,49,2021-12-06 08:19:31,119,32
120,21,2022-09-21 17:22:56,120,17
121,13,2020-09-24 14:04:51,121,37
122,10,2021-04-03 23:11:26,122,44
123,27,2019-08-07 13:35:02,123,42
124,22,2020-09-21 22:54:13,124,36
125,17,2019-11-16 19:45:11,125,44
126,12,2021-05-21 06:15:36,126,41
127,46,2022-06-06 04:02:52,127,47
128,13,2019-07-21 17:51:56,128,17
129,8,2019-06-29 11:52:39,129,49
130,28,2019-03-23 15:36:40,130,29
131,35,2022-09-28 17:41:55,131,38
132,31,2019-03-11 14:43:17,132,39
133,44,2020-05-24 16:01:53,133,45
134,42,2019-04-22 04:59:43,134,28
135,26,2019-12-07 02:58:23,135,31
136,18,2019-11-11 06:44:26,136,18
137,18,2019-08-05 17:48:48,137,26
138,12,2021-04-30 06:37:26,138,30
139,9,2019-03-05 07:59:30,139,29
140,18,2022-06-01 17:39:24,140,26
141,28,2021-11-17 17:06:43,141,44
142,3,2022-05-17 22:39:58,142,27
143,38,2022-03-13 17:20:29,143,29
144,1,2020-02-22 09:09:39,144,38
145,12,2022-05-04 08:03:33,145,26
146,40,2019-07-21 17:43:57,146,19
147,3,2020-05-22 01:19:51,147,46
148,1,2020-05-02 03:09:47,148,27
149,13,2019-09-04 22:16:04,149,21
150,5,2021-11-28 10:08:53,150,28
151,28,2022-07-07 06:38:54,151,33
152,37,2021-12-25 22:43:58,152,37
153,34,2020-12-09 15:21:06,153,47
154,7,2022-05-09 12:18:43,154,28
155,39,2022-04-05 10:28:32,155,35
156,32,2019-03-07 19:04:23,156,26
157,40,2022-08-27 09:07:22,157,17
158,5,2020-08-19 19:08:25,158,25
159,9,2021-08-16 07:46:12,159,44
160,17,2019-07-29 09:49:45,160,24
161,46,2021-12-12 09:11:19,161,31
162,39,2019-03-30 08:53:40,162,44
163,10,2019-10-06 19:43:27,163,16
164,12,2021-08-01 20:06:28,164,17
165,36,2020-09-02 12:16:43,165,27
166,29,2020-05-24 02:05:01,166,45
167,5,2021-12-14 17:56:28,167,37
168,34,2020-07-16 23:39:44,168,37
169,26,2022-07-08 15:39:57,169,32
170,19,2020-02-07 01:44:32,170,32
171,40,2020-05-11 07:41:13,171,27
172,7,2022-08-02 01:34:09,172,48
173,6,2019-11-14 14:44:42,173,42
174,12,2020-12-10 18:01:56,174,33
175,19,2020-08-09 23:41:41,175,24
176,34,2021-07-20 14:42:20,176,34
177,40,2022-06-04 08:57:06,177,49
178,27,2020-06-21 08:58:50,178,50
179,47,2022-04-16 02:42:20,179,38
180,24,2019-05-01 09:51:02,180,21
181,5,2021-11-18 08:22:09,181,22
182,40,2020-12-19 09:54:19,182,32
183,34,2021-09-04 15:34:00,183,35
184,39,2022-06-26 09:39:06,184,28
185,21,2020-11-12 07:20:31,185,37
186,9,2021-05-17 16:25:37,186,42
187,44,2020-04-02 06:06:02,187,35
188,16,2020-07-01 18:06:20,188,44
189,12,2022-01-02 16:38:42,189,48
190,37,2019-01-26 18:18:18,190,19
191,44,2021-03-25 14:04:56,191,48
192,18,2021-09-09 11:16:05,192,27
193,34,2022-09-26 08:20:11,193,15
194,30,2020-10-21 05:25:16,194,23
195,36,2020-08-28 18:46:04,195,31
196,45,2019-05-30 16:22:17,196,43
197,7,2019-09-28 14:19:02,197,46
198,6,2019-11-05 13:29:49,198,40
199,33,2019-04-21 18:58:03,199,39
200,19,2021-01-10 20:33:26,200,20
201,25,2020-02-20 23:21:03,201,26
202,48,2022-04-13 15:04:37,202,37
203,17,2021-07-23 01:37:40,203,27
204,29,2020-04-05 14:59:04,204,32
205,17,2019-05-09 13:12:01,205,42
206,29,2022-08-22 05:44:13,206,33
207,38,2019-12-14 15:49:11,207,23
208,18,2019-12-12 13:47:09,208,43
209,22,2020-04-23 08:45:16,209,32
210,41,2020-01-04 23:05:13,210,31
211,45,2021-12-25 01:35:02,211,31
212,24,2020-10-23 12:34:55,212,29
213,27,2019-04-30 20:38:41,213,17
214,18,2019-12-16 04:13:12,214,40
215,8,2022-08-19 18:59:42,215,30
216,29,2019-12-28 02:22:31,216,19
217,15,2019-10-01 10:45:04,217,46
218,35,2021-09-13 13:29:44,218,22
219,24,2020-02-12 01:13:52,219,39
220,14,2022-06-25 12:54:44,220,30
221,16,2021-03-15 16:20:14,221,49
222,23,2019-03-01 10:46:58,222,28
223,30,2019-04-28 11:42:17,223,41
224,32,2022-05-07 15:17:51,224,17
225,22,2020-01-20 12:18:14,225,47
226,17,2022-01-11 10:08:16,226,49
227,41,2019-08-23 02:35:30,227,38
228,19,2021-08-13 21:41:20,228,18
229,36,2021-12-23 07:10:03,229,24
230,29,2020-02-29 00:35:28,230,20
231,3,2020-03-18 01:52:34,231,35
232,27,2022-06-12 02:05:29,232,16
233,28,2022-07-15 14:25:08,233,43
234,4,2021-12-05 21:15:09,234,30
235,4,2020-12-06 16:17:48,235,43
236,22,2019-05-07 21:58:46,236,16
237,41,2020-12-20 20:53:28,237,48
238,8,2020-01-12 12:47:26,238,28
239,3,2021-03-16 07:01:28,239,16
240,8,2021-03-01 04:56:12,240,41
241,1,2022-08-21 10:47:00,241,28
242,14,2020-06-22 13:20:22,242,50
243,11,2020-01-20 16:10:28,243,42
244,17,2021-07-29 10:22:40,244,26
245,1,2020-07-23 00:17:47,245,31
246,41,2021-03-02 17:19:26,246,36
247,23,2021-07-26 15:19:53,247,15
248,48,2021-10-21 11:36:47,248,18
249,29,2021-12-22 06:43:57,249,40
250,18,2019-07-23 04:04:50,250,45
251,34,2021-12-28 17:24:15,251,33
252,7,2020-11-08 13:41:09,252,44
253,46,2019-09-29 21:43:43,253,19
254,32,2021-12-28 19:17:13,254,37
255,16,2020-09-10 22:56:21,255,32
256,8,2021-07-11 12:07:57,256,34
257,20,2021-09-23 10:33:54,257,24
258,33,2019-09-27 06:54:10,258,42
259,37,2022-05-15 15:05:22,259,22
260,39,2022-03-06 18:32:17,260,16
261,3,2022-09-30 06:02:47,261,32
262,10,2021-01-14 02:32:10,262,25
263,29,2020-02-02 14:05:03,263,26
264,28,2022-03-17 02:50:29,264,34
265,33,2020-06-19 09:15:10,265,40
266,10,2020-10-12 11:59:52,266,28
267,4,2022-05-13 01:04:24,267,19
268,31,2019-07-30 09:57:55,268,28
269,3,2022-03-22 18:36:21,269,29
270,30,2022-01-11 10:06:09,270,28
271,12,2020-01-12 11:20:31,271,42
272,23,2019-02-26 16:03:56,272,21
273,5,2019-05-04 06:07:38,273,33
274,17,2019-04-06 13:34:09,274,32
275,1,2021-06-17 08:43:31,275,34
276,30,2019-08-30 05:20:49,276,47
277,16,2019-02-12 06:57:04,277,19
278,13,2020-02-17 11:05:35,278,29
279,38,2022-06-18 06:08:19,279,31
280,38,2019-10-11 09:05:35,280,40
281,25,2021-10-13 00:39:05,281,18
282,27,2020-05-15 01:39:37,282,37
283,29,2021-10-08 09:36:29,283,26
284,3,2022-06-27 21:20:59,284,23
285,3,2019-12-29 06:14:17,285,18
286,41,2020-01-03 10:32:12,286,27
287,21,2019-12-16 15:04:49,287,20
288,18,2019-09-03 16:39:22,288,48
289,12,2020-03-07 03:41:06,289,44
290,31,2021-12-14 16:15:38,290,43
291,9,2020-03-04 06:39:15,291,28
292,45,2021-06-10 01:46:30,292,16
293,43,2021-01-04 05:36:59,293,50
294,27,2022-09-10 08:29:32,294,30
295,36,2019-10-31 20:25:10,295,42
296,34,2022-04-02 22:23:15,296,15
297,19,2020-06-08 09:44:31,297,30
298,18,2020-06-13 20:39:54,298,48
299,8,2019-12-07 21:18:36,299,45
300,6,2022-06-02 02:42:09,300,42
301,41,2019-07-11 12:11:53,301,23
302,44,2020-11-29 03:34:55,302,29
303,45,2020-02-29 21:58:21,303,16
304,15,2020-08-31 07:50:09,304,27
305,31,2021-12-04 18:36:43,305,44
306,2,2019-02-04 11:08:15,306,21
307,29,2022-01-08 17:55:16,307,48
308,31,2021-03-02 13:44:46,308,46
309,5,2019-11-24 07:06:39,309,24
310,23,2021-09-14 05:19:21,310,30
311,9,2021-09-11 16:02:37,311,15
312,31,2021-10-11 21:12:25,312,20
313,21,2022-04-15 23:50:50,313,43
314,30,2021-09-09 15:18:29,314,49
315,12,2022-03-16 11:25:48,315,32
316,15,2020-03-16 02:26:57,316,47
317,25,2021-03-25 03:14:14,317,30
318,30,2019-05-26 21:37:07,318,37
319,45,2019-06-23 05:19:46,319,25
320,27,2019-07-03 21:18:41,320,31
321,17,2022-03-06 08:12:56,321,39
322,47,2021-01-03 18:03:52,322,49
323,12,2022-03-17 09:56:00,323,43
324,23,2020-05-07 09:30:15,324,23
325,34,2021-09-28 20:59:31,325,27
326,22,2022-08-19 22:27:25,326,20
327,5,2019-12-01 04:22:47,327,43
328,20,2020-06-05 12:38:50,328,22
329,15,2019-05-13 22:13:13,329,36
330,25,2021-03-01 10:49:57,330,23
331,38,2022-07-17 03:57:57,331,23
332,27,2019-12-11 21:17:17,332,40
333,37,2022-07-18 06:48:44,333,39
334,40,2019-01-15 08:45:09,334,17
335,33,2022-02-20 19:15:00,335,21
336,3,2019-06-17 05:03:07,336,42
337,26,2022-01-28 08:06:04,337,50
338,21,2021-09-20 21:03:06,338,47
339,42,2019-11-05 07:36:05,339,38
340,26,2019-10-14 01:14:05,340,35
341,17,2021-12-26 00:01:06,341,44
342,29,2021-11-21 20:43:55,342,30
343,21,2021-09-16 04:46:57,343,22
344,38,2022-01-23 20:18:12,344,46
345,10,2019-09-01 18:06:59,345,31
346,29,2020-05-19 15:55:40,346,31
347,3,2019-07-02 08:26:37,347,43
348,3,2021-06-25 22:08:50,348,34
349,17,2021-07-26 15:05:53,349,33
350,11,2020-02-25 17:36:46,350,36
351,46,2020-03-26 15:04:36,351,50
352,8,2022-08-03 14:11:54,352,36
353,22,2022-07-10 03:18:17,353,42
354,18,2021-11-20 06:11:57,354,42
355,45,2020-10-31 23:30:06,355,49
356,3,2019-04-01 12:09:02,356,17
357,39,2020-10-17 09:09:12,357,27
358,22,2022-01-30 21:26:07,358,32
359,35,2021-12-07 04:56:33,359,21
360,46,2021-03-08 17:00:15,360,23
361,32,2020-06-13 06:02:40,361,24
362,42,2020-08-16 01:24:34,362,19
363,38,2020-09-15 01:53:13,363,28
364,30,2020-04-02 16:41:28,364,39
365,43,2019-04-05 20:18:09,365,33
366,31,2022-07-06 11:44:05,366,50
367,33,2019-05-24 00:36:42,367,41
368,44,2021-06-22 10:46:03,368,15
369,42,2020-07-26 02:14:32,369,46
370,23,2021-01-25 17:37:43,370,48
371,3,2021-03-16 14:30:20,371,39
372,42,2021-12-01 08:34:20,372,21
373,13,2020-03-05 00:11:49,373,29
374,35,2019-04-22 00:52:15,374,35
375,5,2019-05-11 12:48:09,375,43
376,10,2021-10-14 08:19:01,376,46
377,38,2022-09-16 18:45:50,377,48
378,33,2019-08-15 15:53:42,378,26
379,33,2021-03-22 04:28:35,379,44
380,23,2020-09-19 00:59:12,380,21
381,20,2022-01-11 18:04:43,381,34
382,34,2019-12-09 21:31:36,382,45
383,18,2020-09-21 11:09:42,383,29
384,12,2020-01-07 04:20:09,384,19
385,23,2020-10-21 13:22:07,385,49
386,11,2022-04-21 18:06:42,386,29
387,15,2022-01-29 15:38:48,387,38
388,41,2021-01-02 08:53:44,388,41
389,4,2022-07-18 21:32:54,389,20
390,46,2020-07-20 16:31:52,390,47
391,11,2022-06-23 09:32:56,391,29
392,33,2021-04-14 23:39:51,392,41
393,31,2019-05-03 23:51:19,393,48
394,27,2019-11-04 18:39:19,394,21
395,47,2019-09-03 09:55:16,395,30
396,11,2019-05-03 14:27:33,396,36
397,42,2022-03-03 08:50:32,397,47
398,46,2021-09-15 21:25:33,398,18
399,16,2019-10-31 19:35:07,399,38
400,4,2021-01-20 10:09:04,400,23
401,27,2019-02-11 03:44:26,401,31
402,10,2021-01-21 18:17:24,402,25
403,43,2022-09-16 16:56:51,403,38
404,17,2020-11-29 21:42:15,404,45
405,23,2021-03-21 11:25:14,405,49
406,13,2022-01-25 09:47:58,406,40
407,49,2019-01-15 14:52:45,407,21
408,29,2021-03-13 00:44:39,408,43
409,2,2021-08-26 03:20:19,409,33
410,6,2020-12-17 07:48:29,410,22
411,14,2019-07-29 00:01:25,411,32
412,5,2019-02-18 12:21:06,412,45
413,17,2022-06-14 13:37:50,413,20
414,34,2019-06-26 20:32:52,414,48
415,24,2020-05-02 01:13:19,415,25
416,40,2019-07-04 22:48:31,416,43
417,21,2020-08-25 07:26:29,417,33
418,40,2021-04-29 15:22:20,418,23
419,22,2019-06-04 23:48:13,419,21
420,4,2021-10-11 17:01:19,420,18
421,28,2020-01-26 14:00:37,421,39
422,34,2020-04-09 00:19:35,422,29
423,42,2020-08-11 02:50:57,423,29
424,46,2021-06-25 17:55:44,424,21
425,25,2021-02-13 15:13:01,425,15
426,47,2022-09-19 02:35:16,426,44
427,26,2019-05-24 08:51:19,427,32
428,27,2020-05-25 13:35:36,428,24
429,48,2019-02-05 04:41:34,429,17
430,26,2019-03-03 03:51:22,430,41
431,28,2019-12-13 00:14:05,431,22
432,4,2019-07-15 10:23:59,432,36
433,10,2020-05-05 15:41:12,433,43
434,38,2020-05-25 09:31:22,434,47
435,15,2019-04-08 05:21:21,435,44
436,5,2022-01-13 12:47:01,436,24
437,39,2020-08-24 06:55:44,437,46
438,26,2019-07-28 03:20:48,438,24
439,49,2021-12-23 22:21:06,439,18
440,3,2020-01-01 01:28:18,440,41
441,1,2019-06-29 00:52:58,441,35
442,49,2019-01-15 08:24:09,442,15
443,49,2020-02-15 13:26:31,443,48
444,48,2021-03-13 16:30:25,444,46
445,38,2019-05-08 08:27:55,445,43
446,40,2022-06-12 08:58:38,446,40
447,40,2021-09-19 11:25:55,447,19
448,39,2021-07-07 00:02:58,448,24
449,43,2022-02-21 07:29:59,449,29
450,49,2022-05-16 21:58:18,450,43
451,29,2020-02-01 02:14:13,451,47
452,4,2020-04-10 09:22:42,452,27
453,46,2019-06-11 20:11:21,453,38
454,42,2020-08-22 16:40:22,454,46
455,48,2022-04-01 19:09:48,455,40
456,19,2020-12-31 22:26:33,456,15
457,13,2019-07-22 23:59:03,457,27
458,26,2020-11-16 04:28:10,458,27
459,47,2021-12-16 22:48:41,459,40
460,48,2019-08-01 18:20:55,460,48
461,45,2020-02-02 11:12:22,461,18
462,48,2022-06-18 04:50:23,462,23
463,36,2020-02-29 21:41:02,463,31
464,36,2019-10-02 23:09:34,464,20
465,36,2020-01-06 17:45:26,465,39
466,9,2021-12-17 05:50:30,466,44
467,36,2020-07-06 05:20:45,467,22
468,6,2019-01-20 22:49:18,468,21
469,41,2019-10-26 22:22:14,469,33
470,18,2019-06-12 23:06:33,470,36
471,18,2019-10-12 16:23:40,471,39
472,34,2022-08-21 18:00:36,472,20
473,15,2019-04-16 14:04:15,473,48
474,10,2019-03-24 14:22:19,474,36
475,2,2021-11-15 12:20:01,475,25
476,22,2021-08-23 21:32:06,476,31
477,11,2020-07-29 11:34:01,477,40
478,47,2020-01-05 01:07:12,478,43
479,28,2022-05-25 00:51:33,479,46
480,31,2019-07-25 07:46:47,480,43
481,17,2019-03-27 09:51:03,481,29
482,28,2020-03-06 06:11:35,482,24
483,20,2020-09-06 00:08:07,483,47
484,38,2022-07-10 02:54:30,484,35
485,43,2022-08-24 23:36:45,485,49
486,38,2020-01-04 05:47:41,486,44
487,39,2021-05-17 04:43:16,487,32
488,7,2020-09-16 04:39:11,488,17
489,25,2020-10-27 05:27:58,489,27
490,6,2022-04-13 02:59:06,490,30
491,18,2021-03-02 10:41:30,491,26
492,3,2020-07-30 16:15:34,492,16
493,31,2021-05-26 12:32:15,493,45
494,27,2019-09-08 16:12:23,494,19
495,37,2021-01-10 15:06:04,495,44
496,1,2020-11-12 23:23:14,496,48
497,4,2022-08-30 04:15:49,497,15
498,40,2020-02-22 10:47:05,498,23
499,28,2022-08-21 00:23:05,499,35
500,13,2020-05-20 17:28:05,500,50
501,20,2021-09-05 20:37:47,390,17
502,19,2020-02-07 09:12:26,296,41
503,1,2022-03-23 07:23:47,254,17
504,16,2021-08-30 13:37:01,65,43
505,38,2020-07-05 17:36:38,187,15
506,40,2021-03-17 15:56:48,298,46
507,19,2021-05-26 22:36:09,341,19
508,26,2022-01-24 13:16:37,78,46
509,29,2021-05-20 16:57:22,366,19
510,26,2019-06-24 08:27:51,188,27
511,32,2021-07-10 22:06:27,106,31
512,45,2021-10-26 12:27:44,463,28
513,11,2021-08-31 04:45:39,184,22
514,37,2021-05-03 14:38:44,475,36
515,11,2021-12-01 14:40:14,245,17
516,15,2020-06-11 09:32:23,50,21
517,42,2019-12-05 23:34:20,67,49
518,22,2021-01-19 10:32:29,204,23
519,44,2019-10-09 16:40:18,497,36
520,7,2019-12-12 15:04:11,425,27
521,26,2020-03-12 10:30:32,286,20
522,29,2021-02-24 05:52:49,233,19
523,21,2020-05-13 06:12:45,381,15
524,37,2019-07-28 09:38:05,203,28
525,1,2020-11-21 01:08:36,485,34
526,40,2020-04-19 15:45:04,143,18
527,15,2021-08-16 15:07:15,386,36
528,32,2019-12-20 05:54:02,416,30
529,7,2020-01-23 22:47:01,304,48
530,20,2020-01-31 23:06:55,469,28
531,5,2020-02-04 01:14:43,172,41
532,48,2019-02-19 10:08:33,180,48
533,27,2020-10-21 18:30:23,218,41
534,27,2020-03-08 04:12:41,221,21
535,42,2021-05-28 23:16:49,495,29
536,10,2021-12-16 13:15:47,221,48
537,20,2019-01-03 14:59:44,148,49
538,33,2021-06-26 00:31:49,157,19
539,30,2020-08-29 22:55:18,83,45
540,34,2020-11-14 15:05:22,260,16
541,21,2021-05-05 11:19:50,50,29
542,48,2019-12-26 01:45:26,255,44
543,32,2020-04-29 12:34:58,431,47
544,15,2020-01-22 05:48:41,322,26
545,19,2021-02-21 00:05:13,245,39
546,22,2019-09-17 16:06:32,73,16
547,26,2021-01-24 22:25:16,470,18
548,34,2022-01-15 00:19:15,105,50
549,35,2021-01-04 23:36:28,174,33
550,37,2020-01-19 13:36:27,439,42
551,46,2022-07-15 07:10:43,483,44
552,39,2021-05-13 13:13:59,317,35
553,12,2019-03-01 06:55:26,288,34
554,4,2020-02-05 16:00:08,479,18
555,23,2021-05-31 12:26:35,120,49
556,20,2019-09-10 19:31:11,125,46
557,23,2022-04-14 15:46:11,360,36
558,17,2021-04-08 12:34:13,214,21
559,39,2019-02-06 08:44:47,293,17
560,46,2022-03-09 09:15:37,77,28
561,25,2019-06-16 12:32:58,80,43
562,49,2022-01-02 10:43:53,244,25
563,19,2022-01-18 01:49:20,357,28
564,36,2020-01-15 20:56:59,415,49
565,30,2020-04-29 09:41:22,104,38
566,18,2019-11-13 02:41:03,170,27
567,17,2020-12-30 23:45:27,129,25
568,29,2019-06-27 04:30:45,106,43
569,10,2019-06-22 10:10:50,197,24
570,1,2019-06-19 20:02:37,413,29
571,18,2020-11-06 23:46:12,181,44
572,9,2019-05-13 02:05:16,96,19
573,48,2021-01-23 02:41:57,277,44
574,38,2021-05-05 05:19:52,309,23
575,10,2020-11-11 10:27:15,427,50
576,48,2019-08-08 06:10:20,369,30
577,48,2020-10-05 18:56:49,148,23
578,36,2020-10-24 08:28:02,442,19
579,23,2020-04-13 08:00:39,491,45
580,12,2019-05-28 06:51:50,69,44
581,35,2020-01-15 22:34:56,17,29
582,12,2019-05-25 22:02:57,83,31
583,35,2021-03-07 00:57:32,70,32
584,33,2021-10-16 08:37:02,236,35
585,47,2022-02-12 11:48:41,442,43
586,13,2020-11-20 04:37:49,170,34
587,48,2022-06-05 01:14:16,190,36
588,19,2020-04-10 07:49:29,30,50
589,9,2020-05-19 12:03:36,88,37
590,36,2022-06-06 01:34:35,136,44
591,12,2021-05-27 08:52:09,17,50
592,33,2019-06-09 19:20:40,131,48
593,6,2020-06-23 12:33:30,268,30
594,38,2020-03-29 17:52:34,208,38
595,19,2022-01-17 11:52:04,302,34
596,6,2019-01-19 13:49:17,467,17
597,38,2019-09-13 00:12:42,209,27
598,13,2020-09-15 00:54:01,450,17
599,37,2022-04-06 23:47:02,237,27
600,42,2019-04-22 07:28:37,500,38
601,33,2021-08-20 21:46:05,111,36
602,4,2022-08-26 01:05:56,13,49
603,16,2021-09-09 23:50:21,122,47
604,17,2022-09-24 07:36:01,175,36
605,19,2022-01-16 11:52:36,278,37
606,8,2020-11-28 05:23:48,431,26
607,27,2021-06-14 08:39:46,411,31
608,46,2020-04-12 05:35:16,263,21
609,22,2019-01-29 20:41:22,257,33
610,28,2022-07-19 13:11:00,83,44
611,8,2021-04-21 19:14:12,156,20
612,12,2020-06-10 04:40:57,210,16
613,19,2019-03-16 01:15:33,84,40
614,48,2019-06-11 09:38:21,339,15
615,46,2020-07-02 13:52:31,179,23
616,41,2020-10-16 16:33:18,237,24
617,8,2019-12-08 21:12:20,62,26
618,26,2019-04-02 02:33:49,43,45
619,28,2019-07-21 19:19:50,280,42
620,12,2019-12-18 18:22:05,499,32
621,37,2019-04-12 10:18:19,292,42
622,44,2021-04-30 06:58:03,438,40
623,19,2022-03-09 15:03:49,358,30
624,13,2020-04-04 19:55:00,256,24
625,8,2020-03-07 12:06:15,484,28
626,38,2020-05-16 15:28:46,358,18
627,18,2021-05-25 07:56:07,85,17
628,1,2022-05-26 02:54:01,230,39
629,17,2019-04-21 23:09:09,385,47
630,33,2022-09-14 18:47:00,291,17
631,16,2019-05-06 21:04:44,121,46
632,45,2022-02-10 07:26:56,16,40
633,32,2019-07-05 04:46:28,433,31
634,2,2022-01-13 17:36:43,354,29
635,3,2019-01-07 06:06:02,404,25
636,3,2019-11-20 22:24:56,179,22
637,31,2019-02-12 06:27:46,436,43
638,28,2021-10-26 16:47:28,334,44
639,5,2020-11-30 06:37:13,487,18
640,44,2020-07-14 00:32:13,331,27
641,43,2022-04-03 16:21:41,487,49
642,4,2021-12-03 06:48:06,36,22
643,43,2021-10-20 20:26:12,235,39
644,43,2019-10-09 23:19:09,127,41
645,19,2022-03-04 21:40:30,352,28
646,12,2020-09-01 19:11:14,17,27
647,30,2022-02-12 23:41:04,437,21
648,26,2019-04-21 16:53:56,2,49
649,35,2020-03-18 03:52:24,133,20
650,3,2021-03-21 21:02:43,454,31
651,34,2021-09-04 16:18:33,451,22
652,4,2021-07-21 03:10:57,143,16
653,32,2019-09-16 14:27:40,496,32
654,19,2020-02-24 23:35:49,277,45
655,23,2022-05-09 11:07:02,428,24
656,7,2021-11-07 20:50:14,387,40
657,30,2021-09-30 11:06:42,43,42
658,42,2019-09-29 21:09:58,477,25
659,38,2019-06-26 11:39:40,371,30
660,24,2019-02-20 07:32:59,394,23
661,11,2020-04-27 03:08:45,328,46
662,40,2021-12-01 06:42:00,473,20
663,17,2019-04-04 22:14:17,271,36
